-27.93660239,-26.67882927,0.254914848
-30.81319017,-26.70343368,0.677405569
-27.01265042,-25.07320705,0.367417934
-27.7820292,-24.27092373,0.401515271
-49.90971132,-35.97011487,0.767799967
-28.8395511,-24.9785746,0.60705284
-28.96556429,-24.89623942,0.610390912
-46.82295509,-35.73939991,0.771279614
-54.2830894,-40.13061044,0.878125663
-54.11589858,-39.32648445,0.971819305
-51.96163073,-37.55044585,1.428708584
-50.61261631,-36.97757356,1.565216741
-41.10065325,-32.52782118,2.073186105
-49.36846248,-35.50429582,1.657583492
-48.27571857,-35.13129414,1.933739062
-48.63989908,-35.15849297,1.849602315
-50.13568458,-38.60195627,2.054365647
-43.47055597,-35.39544553,2.457054234
-42.1351597,-34.10654679,2.371502698
-39.02802218,-31.67086361,2.286552913
-38.70944145,-31.52795344,2.364740724
-37.53981674,-31.53458336,2.303145828
-41.74780884,-34.54998312,2.503228184
